index,Term,LoanStatus,BorrowerRate,ProsperRating (Alpha),ListingCategory (numeric),EmploymentStatus,DelinquenciesLast7Years,StatedMonthlyIncome,TotalProsperLoans,LoanOriginalAmount,LoanOriginationDate,Recommendations,Investors
93822,36,Defaulted,0.2561,D,Other,Employed,12.0,3250.0,0.0,10000,2011-11-29,0,6
93823,36,Completed,0.1626,B,Debt Consolidation,Employed,0.0,10000.0,0.0,15000,2012-07-19,0,228
93824,36,Completed,0.3177,HR,Other,Employed,0.0,4583.333333,0.0,2000,2012-10-22,0,22
93826,60,Completed,0.1845,B,Business,Self-employed,0.0,3583.333333,1.0,15000,2012-01-27,0,63
93827,36,Completed,0.097,A,Other,Full-time,0.0,2083.333333,0.0,2578,2009-10-21,0,163
93838,36,Completed,0.34,HR,Debt Consolidation,Employed,0.0,4333.333333,0.0,2000,2010-10-05,0,103
93843,36,Defaulted,0.2049,C,Debt Consolidation,Employed,6.0,4291.666667,0.0,7000,2012-03-20,0,119
93845,36,Completed,0.071,AA,Business,Self-employed,0.0,1666.666667,0.0,1000,2010-04-30,0,47
93846,12,Completed,0.1863,D,Business,Self-employed,0.0,10416.666667,1.0,15000,2012-09-12,0,172
93851,36,Completed,0.0596,AA,Debt Consolidation,Full-time,0.0,2750.0,0.0,1400,2010-01-29,0,80
93853,36,Completed,0.1485,B,Debt Consolidation,Employed,6.0,3166.666667,0.0,10000,2013-09-30,0,1
93859,60,Completed,0.2969,E,Debt Consolidation,Employed,0.0,2500.0,0.0,4000,2013-05-07,0,1
93865,36,Completed,0.2148,C,Debt Consolidation,Employed,0.0,5416.666667,0.0,15000,2012-06-19,0,184
93867,36,Defaulted,0.0974,A,Other,Employed,0.0,10666.666667,0.0,25000,2012-09-28,0,445
93868,36,Defaulted,0.275,D,Business,Employed,0.0,7083.333333,0.0,4000,2010-11-19,0,79
93870,60,Completed,0.2468,C,Home Improvement,Employed,4.0,11000.0,0.0,15000,2012-02-22,0,221
93872,36,Defaulted,0.2574,D,Business,Self-employed,0.0,3166.666667,2.0,10000,2011-10-31,1,29
93882,36,Defaulted,0.3177,HR,Business,Self-employed,3.0,5416.666667,0.0,4000,2012-05-24,0,8
93887,36,Completed,0.092,A,Debt Consolidation,Full-time,0.0,1833.333333,0.0,5000,2010-02-25,0,140
93900,36,Completed,0.1734,C,Business,Self-employed,0.0,2500.0,0.0,3500,2012-09-10,0,25
93901,36,Completed,0.275,D,Home Improvement,Employed,21.0,5416.666667,0.0,5000,2010-09-20,0,153
93908,36,Completed,0.1485,B,Debt Consolidation,Full-time,0.0,4708.333333,1.0,9500,2010-04-30,0,421
93909,60,Defaulted,0.1845,B,Business,Employed,0.0,6666.666667,0.0,15000,2012-01-26,0,134
93910,36,Completed,0.0799,AA,Debt Consolidation,Full-time,0.0,8000.0,1.0,2000,2011-09-27,0,31
93913,36,Completed,0.2124,C,Debt Consolidation,Employed,3.0,8750.0,0.0,15000,2013-08-23,0,1
93915,36,Completed,0.0777,AA,Other,Full-time,0.0,5416.666667,0.0,1000,2009-11-27,0,37
93917,36,Completed,0.1902,C,Other,Full-time,0.0,8333.333333,3.0,2500,2012-06-06,0,44
93919,36,Completed,0.3199,E,Debt Consolidation,Employed,23.0,3333.333333,0.0,4500,2011-04-28,0,42
93923,36,Completed,0.275,D,Other,Employed,6.0,7083.333333,0.0,3500,2010-09-23,0,61
93929,36,Defaulted,0.2699,D,Business,Employed,38.0,2325.0,0.0,2000,2011-08-23,0,1
93930,60,Completed,0.2489,C,Other,Other,3.0,1500.0,0.0,15000,2012-07-09,0,267
93932,36,Completed,0.2511,D,Other,Employed,4.0,6666.666667,0.0,10000,2011-12-16,0,2
93933,36,Completed,0.1515,B,Debt Consolidation,Employed,0.0,7083.333333,0.0,12000,2010-10-26,0,316
93943,36,Completed,0.3199,E,Debt Consolidation,Employed,0.0,3750.0,0.0,7500,2011-04-15,0,165
93947,36,Defaulted,0.2452,D,Other,Employed,46.0,4000.0,0.0,2000,2012-02-28,0,10
93948,36,Completed,0.3177,HR,Debt Consolidation,Self-employed,0.0,6250.0,0.0,4000,2012-01-26,0,3
93952,60,Completed,0.2209,C,Debt Consolidation,Employed,12.0,3774.166667,0.0,7500,2013-03-22,0,122
93953,36,Completed,0.0785,AA,Business,Employed,0.0,9458.333333,2.0,11001,2010-10-21,0,252
93957,36,Completed,0.2899,E,Debt Consolidation,Employed,0.0,7791.666667,1.0,7500,2011-05-23,0,28
93961,60,Defaulted,0.1799,B,Other,Employed,10.0,11833.333333,0.0,13102,2011-05-19,0,193
93962,36,Completed,0.334,E,Debt Consolidation,Full-time,1.0,6666.666667,1.0,3500,2010-03-18,0,82
93963,36,Completed,0.2511,D,Debt Consolidation,Employed,0.0,7916.666667,0.0,4000,2011-12-23,0,8
93965,36,Completed,0.1734,C,Home Improvement,Employed,0.0,5949.916667,0.0,2400,2013-05-01,0,6
93974,60,Completed,0.2468,C,Debt Consolidation,Employed,0.0,3750.0,0.0,15000,2012-03-13,0,63
93978,36,Completed,0.33,HR,Debt Consolidation,Full-time,0.0,8333.333333,1.0,5975,2010-06-02,0,175
93979,36,Completed,0.3199,E,Auto,Employed,0.0,7250.0,0.0,5000,2011-08-15,0,75
93984,36,Completed,0.3177,HR,Other,Employed,0.0,2666.666667,0.0,4000,2012-04-12,0,2
93985,60,Completed,0.2024,B,Debt Consolidation,Employed,0.0,6250.0,0.0,11900,2012-11-06,0,83
93987,36,Defaulted,0.3423,HR,Other,Not employed,0.0,0.0,0.0,1650,2010-05-03,0,15
93990,36,Completed,0.2599,D,Home Improvement,Employed,0.0,4666.666667,0.0,5000,2011-04-06,0,53
93995,12,Completed,0.1434,C,Other,Employed,0.0,5833.333333,0.0,2000,2012-01-19,0,29
94005,36,Defaulted,0.2699,D,Debt Consolidation,Employed,0.0,2666.666667,0.0,2000,2011-09-07,0,1
94012,36,Completed,0.275,D,Debt Consolidation,Employed,0.0,3916.666667,0.0,2000,2010-12-13,0,71
94015,36,Completed,0.093,AA,Debt Consolidation,Full-time,0.0,8750.0,0.0,8000,2010-07-12,0,319
94021,36,Completed,0.2265,C,Other,Full-time,0.0,3750.0,0.0,4500,2009-10-02,0,208
94027,36,Completed,0.3099,E,Debt Consolidation,Full-time,25.0,4166.666667,2.0,7500,2011-09-26,0,42
94028,36,Completed,0.0759,AA,Debt Consolidation,Employed,0.0,6333.333333,0.0,8500,2013-09-05,0,173
94029,36,Completed,0.3199,E,Other,Employed,2.0,4750.0,0.0,7500,2011-05-31,0,176
94042,36,Completed,0.2444,E,Auto,Full-time,1.0,6250.0,1.0,1800,2010-03-15,0,120
94044,36,Completed,0.328,HR,Other,Full-time,0.0,1916.666667,0.0,3500,2010-05-18,0,180
94047,12,Completed,0.0608,A,Home Improvement,Employed,0.0,3750.0,0.0,3500,2012-02-24,0,67
94064,12,Completed,0.0499,AA,Other,Employed,0.0,7250.0,0.0,3500,2011-02-24,0,52
94066,36,Completed,0.1616,A,Debt Consolidation,Full-time,11.0,4333.333333,1.0,7500,2009-10-28,0,157
94069,36,Defaulted,0.2699,D,Home Improvement,Employed,1.0,6833.333333,0.0,5000,2011-02-25,0,90
94070,36,Completed,0.25,HR,Debt Consolidation,Employed,21.0,6916.666667,1.0,3000,2010-10-19,1,87
94071,36,Completed,0.2699,E,Debt Consolidation,Employed,49.0,2872.333333,0.0,4000,2013-09-23,0,5
94072,36,Completed,0.102,A,Auto,Full-time,0.0,4583.333333,2.0,12000,2010-02-19,0,453
94076,36,Completed,0.2005,C,Debt Consolidation,Full-time,2.0,6500.0,0.0,3500,2010-02-04,0,127
94077,36,Completed,0.15,B,Debt Consolidation,Full-time,0.0,5416.666667,0.0,9000,2009-12-31,0,337
94080,36,Defaulted,0.35,HR,Debt Consolidation,Full-time,4.0,4166.666667,1.0,3000,2010-12-03,1,39
94083,36,Completed,0.2699,D,Debt Consolidation,Employed,3.0,2500.0,0.0,5000,2011-09-30,0,8
94098,36,Completed,0.31,D,Other,Full-time,42.0,9166.666667,0.0,4000,2010-08-10,0,86
94101,36,Completed,0.3199,E,Other,Employed,0.0,7166.666667,0.0,5000,2011-02-07,0,69
94105,60,Completed,0.1914,C,Debt Consolidation,Employed,0.0,12166.666667,2.0,5000,2013-07-17,0,1
94108,60,Completed,0.1519,B,Debt Consolidation,Other,0.0,4166.666667,1.0,12000,2013-04-01,0,170
94109,36,Defaulted,0.108,A,Debt Consolidation,Employed,0.0,5416.666667,1.0,11000,2010-08-12,0,280
94111,36,Completed,0.198,C,Debt Consolidation,Employed,0.0,2500.0,0.0,2000,2013-11-13,0,1
94112,36,Completed,0.1895,D,Debt Consolidation,Part-time,0.0,800.0,1.0,1500,2010-03-22,0,65
94118,36,Completed,0.2324,C,Home Improvement,Full-time,0.0,7333.333333,0.0,15000,2010-04-15,0,178
94122,60,Completed,0.3304,E,Other,Employed,15.0,2666.666667,2.0,4000,2012-05-16,0,51
94125,36,Completed,0.201,C,Auto,Full-time,0.0,5850.0,0.0,3600,2009-12-08,0,195
94132,36,Completed,0.092,A,Auto,Full-time,0.0,4250.0,1.0,4600,2010-03-23,0,167
94133,36,Completed,0.1399,B,Other,Employed,0.0,10000.0,0.0,15000,2011-03-22,0,301
94134,36,Completed,0.0999,A,Auto,Employed,0.0,5000.0,0.0,6000,2012-03-29,0,57
94138,36,Completed,0.2556,C,Other,Full-time,0.0,5905.75,0.0,5500,2009-10-19,0,95
94139,12,Completed,0.1592,C,Debt Consolidation,Employed,0.0,5583.333333,0.0,4500,2013-02-22,0,104
94140,36,Completed,0.2958,E,Other,Employed,0.0,5833.333333,0.0,4000,2012-05-24,0,35
94150,36,Completed,0.35,HR,Auto,Employed,13.0,1416.666667,0.0,2500,2010-10-19,0,72
94155,60,Completed,0.096,AA,Other,Employed,0.0,6583.333333,0.0,16000,2011-04-15,0,317
94156,36,Completed,0.2566,D,Debt Consolidation,Employed,2.0,5750.0,0.0,5000,2013-07-23,0,44
94158,36,Defaulted,0.2699,D,Other,Not employed,0.0,0.0,0.0,5000,2011-08-31,0,36
94159,36,Completed,0.3177,HR,Other,Employed,0.0,6708.333333,0.0,4000,2012-04-18,0,8
94161,60,Completed,0.2498,C,Other,Employed,0.0,6666.666667,0.0,12700,2012-09-20,0,3
94163,12,Completed,0.1932,D,Debt Consolidation,Employed,4.0,8333.333333,0.0,5000,2012-11-27,0,66
94166,36,Completed,0.13,B,Home Improvement,Full-time,0.0,2291.666667,0.0,2200,2010-08-25,0,150
94181,36,Completed,0.1664,B,Other,Other,0.0,2684.0,0.0,4400,2011-11-25,0,98
94191,36,Completed,0.3177,HR,Debt Consolidation,Employed,0.0,2300.0,0.0,3500,2012-01-25,0,48
94193,36,Completed,0.35,HR,Other,Employed,0.0,2333.333333,0.0,1000,2010-11-30,0,11
94202,36,Completed,0.2499,D,Debt Consolidation,Employed,18.0,6916.666667,0.0,11500,2012-06-12,0,27
94219,60,Completed,0.2432,D,Other,Employed,0.0,5583.333333,0.0,10000,2013-07-22,0,99
94221,36,Completed,0.35,HR,Other,Full-time,4.0,3166.666667,0.0,1500,2010-07-13,0,51
94224,36,Completed,0.071,AA,Other,Full-time,0.0,3750.0,0.0,1500,2010-05-26,0,55
94225,36,Completed,0.23,D,Debt Consolidation,Full-time,0.0,1960.166667,0.0,1550,2010-03-26,0,46
94230,36,Defaulted,0.3108,E,Other,Employed,0.0,1333.333333,0.0,3000,2011-11-30,0,28
94231,60,Completed,0.1564,A,Debt Consolidation,Full-time,0.0,14166.666667,1.0,9800,2013-01-08,0,57
94245,36,Completed,0.0974,A,Debt Consolidation,Full-time,0.0,20000.0,1.0,20000,2012-01-04,0,2
94248,36,Completed,0.092,A,Business,Full-time,3.0,6250.0,0.0,6000,2010-04-12,0,191
94249,36,Completed,0.092,A,Debt Consolidation,Full-time,0.0,3333.333333,0.0,2500,2010-06-08,0,92
94250,36,Defaulted,0.3177,HR,Other,Employed,0.0,4166.666667,0.0,3000,2012-07-18,0,39
94252,36,Completed,0.3177,HR,Other,Employed,0.0,2500.0,0.0,2000,2012-10-24,0,39
94253,36,Completed,0.108,A,Debt Consolidation,Full-time,0.0,6258.333333,1.0,6800,2010-10-22,0,129
94258,36,Completed,0.2599,D,Home Improvement,Employed,5.0,4166.666667,0.0,10000,2011-10-27,0,58
94267,36,Completed,0.1151,A,Home Improvement,Employed,0.0,11000.0,0.0,5258,2012-07-19,0,102
94271,36,Defaulted,0.1599,B,Home Improvement,Employed,0.0,2500.0,0.0,7000,2011-07-21,0,121
94273,36,Defaulted,0.3149,E,Debt Consolidation,Employed,31.0,4166.666667,0.0,3000,2011-11-14,0,10
94281,36,Completed,0.3177,HR,Business,Self-employed,0.0,2500.0,0.0,3000,2012-06-06,0,20
94286,36,Completed,0.2561,D,Debt Consolidation,Not employed,0.0,0.0,0.0,10000,2011-11-25,0,16
94293,36,Completed,0.0942,A,Debt Consolidation,Full-time,0.0,5125.0,0.0,6500,2009-08-19,0,93
94294,36,Completed,0.275,D,Debt Consolidation,Employed,3.0,2916.666667,0.0,3000,2010-08-25,0,90
94301,36,Completed,0.2859,E,Debt Consolidation,Employed,2.0,9833.333333,0.0,3000,2013-02-28,0,52
94302,36,Defaulted,0.2024,C,Debt Consolidation,Employed,0.0,9166.666667,1.0,11000,2012-02-16,0,1
94304,36,Completed,0.2699,D,Debt Consolidation,Other,27.0,1440.0,0.0,4000,2011-08-24,0,8
94322,36,Completed,0.0899,AA,Home Improvement,Employed,9.0,13333.333333,0.0,22000,2011-08-31,0,330
94330,36,Defaulted,0.0835,A,Other,Full-time,0.0,2369.5,0.0,1000,2010-01-13,0,39
94333,36,Completed,0.2355,C,Debt Consolidation,Full-time,0.0,4583.333333,0.0,10000,2010-06-25,0,368
94335,36,Completed,0.083,AA,Debt Consolidation,Full-time,0.0,8333.333333,0.0,6000,2010-06-15,0,186
94341,36,Defaulted,0.1875,C,Other,Full-time,0.0,5416.666667,0.0,4000,2010-02-02,0,272
94342,36,Completed,0.3177,HR,Other,Employed,0.0,16666.666667,0.0,4000,2012-10-29,0,12
94343,36,Completed,0.35,HR,Debt Consolidation,Full-time,0.0,1666.666667,1.0,4000,2009-11-06,0,27
94344,36,Completed,0.1499,B,Other,Employed,1.0,5000.0,0.0,4000,2011-05-16,0,79
94345,36,Completed,0.0715,AA,Other,Full-time,0.0,5583.333333,0.0,1000,2009-12-03,0,52
94356,36,Completed,0.215,C,Debt Consolidation,Full-time,0.0,5416.666667,0.0,7000,2009-08-11,0,274
94365,36,Defaulted,0.3199,E,Debt Consolidation,Other,0.0,6083.333333,0.0,7500,2011-01-28,0,141
94366,36,Defaulted,0.264,D,Auto,Full-time,0.0,3083.333333,0.0,2500,2010-01-08,0,126
94372,12,Completed,0.107,A,Home Improvement,Employed,0.0,7500.0,0.0,2800,2011-10-25,0,37
94373,36,Completed,0.3199,E,Debt Consolidation,Employed,0.0,8750.0,0.0,7500,2011-07-12,0,54
94375,36,Completed,0.316,E,Debt Consolidation,Full-time,0.0,1286.083333,1.0,4000,2011-11-21,0,79
94377,36,Completed,0.2599,D,Other,Employed,20.0,6166.666667,0.0,2000,2011-05-12,0,2
94380,60,Defaulted,0.183,B,Business,Employed,0.0,6250.0,2.0,15000,2012-07-06,0,63
94382,36,Completed,0.2699,D,Other,Employed,0.0,4583.333333,0.0,10000,2011-10-07,0,50
94391,36,Completed,0.2049,C,Other,Employed,0.0,3000.0,0.0,4000,2012-03-19,0,53
94401,60,Completed,0.183,B,Debt Consolidation,Employed,0.0,4000.0,1.0,15000,2012-04-23,0,216
94402,36,Completed,0.1215,A,Debt Consolidation,Employed,0.0,11583.333333,0.0,15000,2010-10-29,0,320
94404,60,Completed,0.2432,D,Other,Employed,0.0,25000.0,0.0,15000,2013-07-01,0,1
94410,36,Defaulted,0.3199,HR,Debt Consolidation,Employed,0.0,2340.0,0.0,4000,2011-06-28,0,43
94419,12,Completed,0.1279,B,Other,Employed,0.0,8141.666667,0.0,3000,2012-08-28,0,77
94421,36,Completed,0.35,HR,Home Improvement,Part-time,0.0,1896.0,0.0,3000,2009-12-31,0,22
94424,60,Completed,0.187,C,Debt Consolidation,Employed,0.0,5625.0,0.0,5500,2013-11-12,0,1
94435,60,Completed,0.2284,C,Debt Consolidation,Employed,0.0,7581.0,0.0,10000,2013-04-16,0,1
94436,36,Completed,0.3149,E,Debt Consolidation,Self-employed,0.0,8150.0,0.0,7500,2011-10-26,0,14
94437,36,Completed,0.3125,HR,Business,Full-time,0.0,5000.0,1.0,2000,2011-03-22,0,12
94440,36,Defaulted,0.2599,D,Debt Consolidation,Employed,0.0,3875.0,0.0,10000,2011-11-23,0,24
94443,12,Completed,0.0609,A,Other,Employed,0.0,7666.666667,3.0,3480,2012-02-22,0,64
94445,36,Completed,0.149,B,Debt Consolidation,Employed,1.0,4416.666667,0.0,8000,2011-01-12,0,120
94454,36,Completed,0.1768,B,Other,Employed,6.0,3666.666667,0.0,2500,2012-06-27,0,25
94461,36,Defaulted,0.3177,HR,Other,Employed,0.0,1649.166667,0.0,4000,2011-11-30,0,12
94465,36,Completed,0.3177,HR,Debt Consolidation,Employed,2.0,5832.0,0.0,4000,2012-09-21,0,73
94466,36,Defaulted,0.0835,A,Debt Consolidation,Full-time,0.0,5609.0,0.0,5488,2009-12-31,0,184
94474,36,Defaulted,0.1449,B,Other,Not employed,0.0,0.0,1.0,13000,2012-04-18,0,222
94476,36,Completed,0.1799,B,Other,Employed,0.0,3750.0,0.0,3000,2011-11-15,0,44
94483,36,Completed,0.295,D,Debt Consolidation,Full-time,0.0,5000.0,0.0,2500,2011-01-06,0,51
94490,36,Completed,0.2625,D,Other,Full-time,0.0,6366.666667,1.0,4000,2010-05-17,0,191
94496,36,Completed,0.3011,E,Debt Consolidation,Full-time,0.0,2583.333333,1.0,4700,2010-07-07,0,59
94498,36,Completed,0.1139,A,Other,Employed,0.0,8625.0,0.0,2536,2014-01-16,0,1
94512,36,Completed,0.1639,B,Debt Consolidation,Employed,5.0,8000.0,0.0,11000,2013-06-04,0,41
94520,60,Completed,0.2899,D,Auto,Employed,0.0,3083.333333,0.0,13000,2011-05-26,0,74
94524,60,Completed,0.2209,C,Debt Consolidation,Employed,0.0,3604.166667,0.0,10000,2013-08-09,0,1
94526,36,Defaulted,0.3177,HR,Debt Consolidation,Employed,0.0,3333.333333,0.0,4000,2011-12-07,0,1
94549,36,Completed,0.2199,D,Debt Consolidation,Full-time,2.0,10000.0,2.0,15000,2012-10-22,0,274
94554,36,Completed,0.35,HR,Auto,Full-time,3.0,3750.0,1.0,3000,2010-01-22,0,40
94558,36,Completed,0.3177,HR,Other,Employed,14.0,7083.333333,0.0,2000,2012-04-11,0,22
94561,36,Completed,0.1599,B,Debt Consolidation,Employed,0.0,12500.0,0.0,20000,2012-08-07,0,325
94571,36,Defaulted,0.0999,A,Debt Consolidation,Employed,4.0,3750.0,0.0,4000,2012-03-29,0,53
94576,36,Defaulted,0.316,E,Other,Employed,0.0,5350.0,1.0,2000,2011-10-28,0,22
94580,36,Completed,0.093,AA,Business,Full-time,0.0,6601.75,0.0,14000,2010-03-22,0,488
94584,12,Completed,0.1215,B,Debt Consolidation,Employed,0.0,5666.666667,0.0,13000,2012-08-03,0,237
94585,60,Completed,0.2045,C,Debt Consolidation,Employed,1.0,5416.666667,0.0,5000,2013-09-19,0,1
94588,12,Completed,0.0628,A,Other,Employed,0.0,7083.333333,3.0,12000,2012-06-14,0,208
94589,36,Defaulted,0.2159,C,Debt Consolidation,Other,0.0,6500.0,2.0,15000,2013-05-29,0,132
94597,36,Completed,0.316,E,Debt Consolidation,Employed,0.0,4833.333333,1.0,7500,2011-10-27,0,43
94603,36,Defaulted,0.2599,D,Other,Employed,27.0,4750.0,0.0,2000,2011-03-15,0,37
94605,36,Defaulted,0.1949,C,Home Improvement,Employed,4.0,6833.333333,0.0,7500,2011-03-22,0,102
94615,36,Completed,0.2511,D,Debt Consolidation,Employed,0.0,4166.666667,0.0,7000,2011-12-29,0,10
94616,36,Completed,0.35,HR,Other,Not employed,0.0,0.0,0.0,1000,2009-12-29,0,10
94624,36,Completed,0.1679,B,Debt Consolidation,Employed,0.0,4000.0,0.0,2000,2012-11-30,0,52
94625,60,Completed,0.2039,B,Debt Consolidation,Employed,0.0,11250.0,0.0,14500,2012-09-24,0,17
94626,36,Completed,0.2287,D,Debt Consolidation,Employed,5.0,9166.666667,1.0,4000,2012-06-28,0,12
94636,36,Defaulted,0.35,HR,Business,Self-employed,0.0,2500.0,1.0,1200,2010-11-10,0,17
94640,36,Completed,0.0899,A,Debt Consolidation,Employed,0.0,7604.166667,2.0,14500,2012-03-15,0,257
94641,36,Completed,0.3435,E,Debt Consolidation,Full-time,6.0,15000.0,0.0,6000,2010-08-04,0,153
94646,36,Completed,0.2599,D,Business,Self-employed,0.0,12083.333333,0.0,10000,2011-03-24,0,180
94654,36,Defaulted,0.3177,HR,Other,Employed,14.0,2300.0,0.0,4000,2012-07-31,0,60
94655,36,Completed,0.0899,AA,Other,Employed,4.0,8833.333333,0.0,15852,2011-07-15,0,338
94656,36,Defaulted,0.2566,D,Other,Employed,4.0,2666.666667,0.0,2000,2012-11-23,0,18
94660,36,Completed,0.3177,HR,Debt Consolidation,Employed,8.0,3125.0,0.0,4000,2012-07-25,0,8
94661,36,Completed,0.1449,B,Debt Consolidation,Employed,1.0,9916.666667,0.0,15000,2012-02-17,0,20
94662,60,Completed,0.0961,AA,Other,Employed,0.0,6833.333333,0.0,25000,2012-02-28,0,587
94663,36,Completed,0.1,A,Other,Retired,0.0,3166.666667,0.0,1500,2010-03-25,0,39
94673,36,Completed,0.061,AA,Other,Full-time,1.0,5125.0,0.0,2700,2010-01-13,0,121
94674,36,Completed,0.3177,HR,Debt Consolidation,Other,0.0,3750.0,0.0,4000,2012-07-30,0,37
94677,36,Completed,0.2399,D,Debt Consolidation,Employed,2.0,3583.333333,1.0,5100,2011-07-19,0,7
94678,60,Defaulted,0.2005,B,Debt Consolidation,Employed,0.0,3000.0,1.0,12000,2012-01-11,0,211
94683,36,Completed,0.06,A,Other,Full-time,0.0,6065.916667,1.0,2480,2010-01-27,9,261
94684,36,Defaulted,0.1656,B,Debt Consolidation,Employed,0.0,1791.666667,1.0,7500,2011-10-20,0,19
94688,36,Defaulted,0.1799,B,Debt Consolidation,Employed,3.0,2333.333333,0.0,7000,2011-11-09,0,78
94695,36,Completed,0.0945,AA,Debt Consolidation,Full-time,0.0,11000.0,0.0,20000,2009-12-31,0,697
94701,60,Completed,0.2632,D,Other,Employed,0.0,24166.666667,1.0,6500,2012-08-21,0,8
94705,36,Defaulted,0.21,D,Other,Full-time,5.0,3814.25,1.0,1000,2009-11-04,0,83
94715,36,Completed,0.3134,HR,Debt Consolidation,Other,27.0,4300.0,1.0,2500,2013-01-07,0,64
94716,36,Completed,0.35,HR,Debt Consolidation,Employed,0.0,3583.333333,0.0,2750,2010-10-29,0,76
94717,36,Completed,0.25,D,Auto,Full-time,0.0,3583.333333,1.0,1100,2010-06-14,0,15
94719,36,Completed,0.337,E,Other,Employed,0.0,3750.0,0.0,3000,2010-10-01,0,125
94726,36,Completed,0.2828,E,Business,Self-employed,12.0,12500.0,1.0,3000,2010-03-05,0,122
94729,12,Completed,0.1299,B,Other,Employed,0.0,12500.0,0.0,3500,2011-03-02,0,54
94732,36,Defaulted,0.3199,E,Other,Employed,0.0,624.0,0.0,2500,2011-09-21,0,37
94735,36,Defaulted,0.1899,C,Debt Consolidation,Employed,2.0,9583.333333,1.0,11000,2011-08-25,0,81
94742,36,Defaulted,0.3099,E,Business,Employed,3.0,1541.666667,3.0,5000,2011-06-14,0,68
94744,60,Completed,0.2218,C,Debt Consolidation,Employed,0.0,4500.0,1.0,15000,2012-10-05,0,122
94749,36,Completed,0.1449,B,Debt Consolidation,Employed,0.0,6250.0,0.0,7500,2011-02-11,0,132
94750,36,Completed,0.2599,D,Home Improvement,Employed,0.0,4166.666667,0.0,4000,2011-11-17,0,9
94755,36,Completed,0.2099,C,Debt Consolidation,Employed,0.0,9166.666667,0.0,5000,2012-07-26,0,11
94759,60,Completed,0.1744,A,Business,Employed,0.0,18333.333333,0.0,15000,2011-12-12,0,273
94761,36,Completed,0.16,C,Home Improvement,Full-time,0.0,3583.333333,2.0,3500,2010-03-22,0,199
94765,36,Completed,0.3177,HR,Other,Employed,0.0,583.333333,0.0,4000,2012-04-04,0,24
94768,36,Completed,0.1399,B,Debt Consolidation,Employed,0.0,5916.666667,0.0,7000,2011-04-04,0,169
94787,36,Defaulted,0.2898,E,Debt Consolidation,Part-time,0.0,5333.333333,1.0,1200,2009-09-01,0,38
94798,12,Completed,0.2127,E,Debt Consolidation,Employed,82.0,4166.666667,0.0,4000,2013-01-09,0,70
94804,60,Defaulted,0.261,D,Debt Consolidation,Other,0.0,2308.333333,1.0,7500,2012-05-30,0,150
94808,36,Completed,0.149,B,Other,Employed,0.0,3500.0,0.0,1000,2010-11-16,0,38
94810,36,Completed,0.35,HR,Other,Full-time,0.0,4802.25,1.0,7700,2010-06-29,0,62
94812,36,Completed,0.1515,B,Debt Consolidation,Employed,0.0,7291.666667,0.0,5500,2010-08-30,0,125
94814,36,Completed,0.35,HR,Other,Employed,0.0,3250.0,0.0,1750,2010-09-24,0,25
94819,36,Defaulted,0.0964,A,Home Improvement,Employed,0.0,5416.666667,1.0,15000,2012-04-30,0,156
94824,60,Defaulted,0.222,C,Home Improvement,Employed,0.0,2500.0,1.0,4000,2012-06-01,1,16
94829,36,Completed,0.322,E,Other,Self-employed,0.0,10000.0,0.0,5000,2010-12-16,0,61
94834,36,Defaulted,0.071,AA,Debt Consolidation,Full-time,5.0,2777.0,0.0,2000,2010-03-23,0,69
94835,36,Completed,0.1768,B,Other,Employed,0.0,8583.333333,0.0,4500,2012-06-11,0,73
94836,36,Completed,0.1074,A,Debt Consolidation,Full-time,0.0,7083.333333,1.0,7000,2011-12-07,0,117
94838,36,Defaulted,0.2199,D,Other,Employed,9.0,3416.666667,1.0,4500,2012-12-31,0,72
94840,36,Completed,0.214,C,Other,Employed,4.0,3750.0,0.0,5000,2010-12-02,0,148
94845,36,Completed,0.139,A,Business,Employed,0.0,4166.666667,0.0,5000,2011-09-30,0,39
94849,36,Defaulted,0.1029,A,Auto,Employed,8.0,5000.0,1.0,4000,2011-07-27,0,65
94850,36,Completed,0.1399,B,Other,Not employed,0.0,0.0,0.0,4000,2011-04-12,0,91
94853,36,Defaulted,0.2899,E,Debt Consolidation,Employed,0.0,12916.666667,1.0,4500,2011-05-11,0,39
94856,36,Completed,0.3299,HR,Debt Consolidation,Full-time,0.0,3666.666667,1.0,4000,2010-10-06,0,132
94857,36,Defaulted,0.275,D,Other,Other,5.0,2000.0,0.0,5000,2010-10-19,0,78
94859,36,Completed,0.1899,C,Auto,Full-time,0.0,2854.833333,1.0,7000,2011-05-27,0,45
94860,36,Completed,0.2999,HR,Other,Full-time,0.0,1344.0,1.0,1000,2010-06-11,0,30
94861,36,Defaulted,0.345,HR,Home Improvement,Part-time,0.0,3166.666667,2.0,3500,2010-11-19,0,54
94862,60,Completed,0.1334,A,Debt Consolidation,Employed,0.0,8750.0,2.0,15000,2013-05-09,0,1
94869,60,Defaulted,0.2672,D,Other,Employed,0.0,8933.333333,1.0,10000,2013-06-21,0,119
94872,36,Completed,0.0964,A,Home Improvement,Employed,0.0,2666.666667,2.0,2300,2012-06-13,0,46
94874,36,Defaulted,0.2699,D,Business,Employed,0.0,3500.0,0.0,4400,2011-08-31,0,33
94875,60,Completed,0.1099,A,Business,Employed,0.0,12416.666667,0.0,35000,2013-08-21,0,712
94879,36,Defaulted,0.35,HR,Business,Full-time,0.0,2227.333333,0.0,3000,2010-02-17,0,84
